RAW_X,RAW_Y,TRUE_X,TRUE_Y
262.2603454589844,5.812870025634766,0.0,0.0
261.970458984375,9.008607864379883,0.0,0.0
261.08819580078125,9.286725997924805,0.0,0.0
261.4837646484375,9.15268325805664,0.0,0.0
261.63446044921875,9.171253204345703,0.0,0.0
261.4488525390625,9.2433500289917,0.0,0.0
261.8445739746094,9.037163734436035,0.0,0.0
261.5244445800781,9.008231163024902,0.0,0.0
261.51727294921875,8.986404418945312,0.0,0.0
261.20013427734375,9.07048225402832,0.0,0.0
261.6254577636719,8.96252727508545,0.0,0.0
261.73468017578125,9.031784057617188,0.0,0.0
261.71600341796875,8.944507598876953,0.0,0.0
261.2982177734375,8.910650253295898,0.0,0.0
261.608154296875,8.890556335449219,0.0,0.0
262.3789978027344,8.741153717041016,0.0,0.0
261.61529541015625,9.00505542755127,0.0,0.0
261.6647033691406,9.099860191345215,0.0,0.0
261.3680725097656,9.076936721801758,0.0,0.0
261.7598571777344,8.934972763061523,0.0,0.0
261.4881896972656,8.967863082885742,0.0,0.0
262.02020263671875,8.899443626403809,0.0,0.0
261.5023498535156,9.054388999938965,0.0,0.0
261.7380676269531,8.948492050170898,0.0,0.0
261.30609130859375,9.08671760559082,0.0,0.0
262.9776306152344,8.239267349243164,0.0,0.0
263.1365051269531,8.252413749694824,0.0,0.0
262.7780456542969,8.446854591369629,0.0,0.0
262.6850891113281,8.475898742675781,0.0,0.0
262.1566162109375,8.668994903564453,0.0,0.0
262.4844665527344,8.50108528137207,0.0,0.0
263.1867370605469,8.558781623840332,0.0,0.0
263.1405944824219,8.365724563598633,0.0,0.0
262.5365905761719,8.545267105102539,0.0,0.0
262.5678405761719,8.512371063232422,0.0,0.0
262.4046936035156,8.52931022644043,0.0,0.0
262.7889709472656,8.46617603302002,0.0,0.0
262.6950988769531,8.678439140319824,0.0,0.0
262.5839538574219,8.540899276733398,0.0,0.0
262.6074523925781,8.604601860046387,0.0,0.0
262.9715270996094,8.474312782287598,0.0,0.0
262.4892272949219,8.699048042297363,0.0,0.0
262.8830871582031,8.591004371643066,0.0,0.0
262.31781005859375,8.808744430541992,0.0,0.0
262.4872131347656,8.845087051391602,0.0,0.0
262.3935852050781,8.74954891204834,0.0,0.0
262.85955810546875,8.576164245605469,0.0,0.0
262.5718994140625,8.706766128540039,0.0,0.0
262.5144958496094,8.783517837524414,0.0,0.0
262.4934387207031,8.844709396362305,0.0,0.0
286.35845947265625,14.815180778503418,0.0,0.0
286.02398681640625,14.891690254211426,0.0,0.0
286.486083984375,14.80890941619873,0.0,0.0
286.0317077636719,14.981927871704102,0.0,0.0
285.9951171875,14.967610359191895,0.0,0.0
286.2984313964844,14.8526611328125,0.0,0.0
286.38909912109375,14.709177017211914,0.0,0.0
285.7951965332031,14.86094856262207,0.0,0.0
286.4300537109375,14.67090892791748,0.0,0.0
285.9859313964844,14.907227516174316,0.0,0.0
286.4969482421875,14.732370376586914,0.0,0.0
286.5318298339844,14.770493507385254,0.0,0.0
286.1824035644531,14.793243408203125,0.0,0.0
285.69384765625,14.89357852935791,0.0,0.0
286.2686462402344,14.866048812866211,0.0,0.0
286.59698486328125,14.824069023132324,0.0,0.0
286.2051696777344,14.943910598754883,0.0,0.0
286.33319091796875,14.890435218811035,0.0,0.0
286.1338195800781,14.927899360656738,0.0,0.0
286.55426025390625,14.844480514526367,0.0,0.0
286.4056701660156,14.963422775268555,0.0,0.0
286.5531005859375,14.792879104614258,0.0,0.0
286.5936279296875,14.990129470825195,0.0,0.0
286.619384765625,14.85763168334961,0.0,0.0
286.1812744140625,14.912886619567871,0.0,0.0
286.2087097167969,14.945412635803223,0.0,0.0
286.02313232421875,15.147887229919434,0.0,0.0
286.1201171875,14.971771240234375,0.0,0.0
286.0579528808594,15.161386489868164,0.0,0.0
285.8641357421875,15.12481689453125,0.0,0.0
286.3222351074219,15.078743934631348,0.0,0.0
287.1468811035156,15.089012145996094,0.0,0.0
286.1341247558594,15.287750244140625,0.0,0.0
285.89996337890625,15.246221542358398,0.0,0.0
286.1202697753906,15.106478691101074,0.0,0.0
285.9205322265625,15.140388488769531,0.0,0.0
286.1180419921875,15.116406440734863,0.0,0.0
286.3356628417969,15.074533462524414,0.0,0.0
285.8524169921875,15.20166301727295,0.0,0.0
287.7373046875,14.987098693847656,0.0,0.0
288.44287109375,14.977487564086914,0.0,0.0
287.81439208984375,15.070378303527832,0.0,0.0
287.5592956542969,15.141651153564453,0.0,0.0
288.3290100097656,14.951541900634766,0.0,0.0
288.3417053222656,14.943206787109375,0.0,0.0
288.0894775390625,15.051838874816895,0.0,0.0
287.8453063964844,15.019545555114746,0.0,0.0
287.8108215332031,15.064276695251465,0.0,0.0
287.8901672363281,14.981739044189453,0.0,0.0
287.56317138671875,15.013904571533203,0.0,0.0
287.63018798828125,15.132617950439453,0.0,0.0
287.6268310546875,15.137601852416992,0.0,0.0
287.9490661621094,15.140878677368164,0.0,0.0
288.3190002441406,15.145453453063965,0.0,0.0
288.3104553222656,15.077173233032227,0.0,0.0
287.88763427734375,15.15175724029541,0.0,0.0
287.3901062011719,15.283003807067871,0.0,0.0
287.9274597167969,15.07983684539795,0.0,0.0
287.79669189453125,15.155210494995117,0.0,0.0
287.8287048339844,15.102566719055176,0.0,0.0
288.25311279296875,14.94822883605957,0.0,0.0
287.55194091796875,15.061239242553711,0.0,0.0
288.1683654785156,14.910395622253418,0.0,0.0
287.958251953125,14.889102935791016,0.0,0.0
287.52264404296875,14.948991775512695,0.0,0.0
288.0364074707031,14.845436096191406,0.0,0.0
287.9206237792969,14.828387260437012,0.0,0.0
287.868896484375,14.808030128479004,0.0,0.0
287.8363952636719,14.827864646911621,0.0,0.0
287.70074462890625,14.887007713317871,0.0,0.0
