sensor_reading
-296.0533447265625
-296.5012512207031
-296.0554504394531
-295.9626159667969
-295.7940673828125
-294.4151611328125
-294.3855895996094
-294.2113952636719
-294.1296081542969
-294.8847961425781
-294.49761962890625
-294.3531799316406
-294.578369140625
-294.46575927734375
-294.6634521484375
-294.67449951171875
-294.6961975097656
-294.50628662109375
-294.3171691894531
-294.92230224609375
-295.9971923828125
-292.62127685546875
-292.7816467285156
-292.6571044921875
-292.7764587402344
-294.5734558105469
-294.62542724609375
-296.56121826171875
-296.15167236328125
-296.22113037109375
-295.9469299316406
-295.9847412109375
-293.90447998046875
-295.8323669433594
-296.0106201171875
-294.158203125
-295.60211181640625
-293.6029357910156
-292.2802734375
-292.3997802734375
-292.1193542480469
-294.4673767089844
-294.44635009765625
-294.550048828125
-293.5200500488281
-295.9783630371094
-295.6370849609375
-296.0259704589844
-295.4617614746094
-293.4166259765625
-295.0572204589844
-294.4467468261719
-295.9940490722656
-296.1272277832031
-295.6834411621094
-296.064208984375
-294.1979675292969
-294.6581726074219
-293.94122314453125
-294.30615234375
-294.3782653808594
-296.4474182128906
-294.6014404296875
-294.4833068847656
-294.8070983886719
-294.5604553222656
-294.6465148925781
-294.3114013671875
-294.47100830078125
-294.50665283203125
-294.426513671875
-294.5843200683594
-294.3332214355469
-294.4057922363281
-294.53118896484375
-294.8941955566406
-294.3397521972656
-294.3101806640625
-294.4823913574219
-294.54718017578125
-294.41522216796875
-294.52459716796875
-294.367431640625
-294.5408630371094
-294.5106201171875
-295.3030700683594
-294.29498291015625
-294.3334655761719
-294.5674133300781
-294.60064697265625
