sensor_reading
260.8943786621094
261.7369384765625
262.1948547363281
262.3249816894531
261.3612365722656
260.9367370605469
260.9528503417969
261.543212890625
262.8851318359375
262.33489990234375
262.9090576171875
259.68878173828125
259.3561706542969
260.78076171875
260.1131591796875
262.1921081542969
262.0278625488281
262.1625671386719
262.2124938964844
261.89202880859375
262.45654296875
262.719970703125
262.62469482421875
262.908447265625
262.9331970214844
263.3507385253906
260.274658203125
260.61395263671875
260.0696105957031
260.0511779785156
262.17822265625
262.33892822265625
262.49200439453125
261.1799621582031
261.0688781738281
261.2635803222656
261.4231872558594
262.39080810546875
262.0043640136719
262.1434020996094
262.69232177734375
259.72308349609375
260.2730407714844
260.16925048828125
260.2513427734375
260.6827087402344
261.9129943847656
261.7873229980469
262.1795654296875
261.4580383300781
261.6098327636719
262.014404296875
261.329345703125
261.55023193359375
263.138916015625
262.12091064453125
262.0533142089844
262.2340393066406
259.8299865722656
260.0372009277344
260.1107177734375
262.0717468261719
262.0227966308594
262.33636474609375
262.442626953125
261.99609375
262.18988037109375
262.7084655761719
262.65484619140625
262.2821960449219
262.61590576171875
260.9247741699219
260.8906555175781
260.88409423828125
262.64056396484375
261.21038818359375
261.227783203125
262.592529296875
262.1271057128906
262.8586120605469
262.4526062011719
262.505126953125
262.4514465332031
262.4552001953125
262.53271484375
262.3194274902344
262.5792236328125
262.652587890625
263.0497741699219
262.3067321777344
263.0675964355469
262.54095458984375
262.1845397949219
262.005859375
263.1885681152344
262.94244384765625
262.3984069824219
262.1233215332031
262.5663757324219
262.3282165527344
263.1285095214844
262.8341369628906
262.79150390625
262.56390380859375
262.0854187011719
261.93548583984375
262.3841247558594
260.7909851074219
260.41607666015625
260.4680480957031
260.5645446777344
262.331787109375
262.33135986328125
262.5242614746094
262.2978210449219
